comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio
"Me encanta, el color, la puntualidad, nuevo, en perfectas condiciones.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente téléphone.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Genial!.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente 👌.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muy bueno totalmente nuevo y con garantía apple.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Producto sellado y nuevo, excelente todo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Todo perfecto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Todo original, en su empaque, nuevo, sellado, llevo varios meses usándolo y todo bien.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente producto , ya llevo un año y está como nuevo !!!.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Un producto innovador, bueno costo beneficio.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Buen producto, excelente precio.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Nuevo, bien tratado, sellado, nada mas que decir todo correcto.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente artículo.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Es un iphone ensamblado en la india. Es original y 100% nuevo. Muy bueno hasta ahora. Muchas gracias!.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Tal como se esperaba, nuevo y con sus respectivos sellos de seguridad.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Perfecto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muchas gracias.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Impecable, compren con los ojos cerrados.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"El producto es lo que promete, lo tengo hace 5 meses y me ha servido perfectamente, original y completamente nuevo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Quede muy satisfecho, gracias.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
100% original apple. Me gustó el tamaño y el color.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
De momento excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Originales, vienen sellados en su empaque original.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Muy buen producto, completamente nuevo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"100% nuevo, me encantó.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Super bien todo.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muchas gracias por el producto ya que es lo que necesitaba.,4,MI6,,mercadolibre,Apple,IPhone 13,2499900
Bien.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Al principio tenía cierta desconfianza por algunos comentarios pero luego de recibirlo pude comprobar su originalidad y calidar del producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Compra legítima, producto original, muy contento con el! es caso tal, fue comprado en china o es de china.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente,calidad.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"La verdad estoy contenta con mi compra. Tenía miedo de comprarlo por dos comentarios que decían que no era original pero nada que ver.
Sí es un equipo original, vino completamente sellado, con su garantía, el beneficio de apple tv y demás y aparte lo comprobé en la misma página de apple.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Superfluido, cámara muy buena, muchas funciones.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente calidad.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Buen producto totalmente recomendado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Me daba miedo comprarlo por este medio, pero no lo duden por un segundo, excelente producto.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Nuevo totalmente, tenia mis serias dudas pero no. Original original.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Compré la referencia rosada de 128 gb, venía sellado como nuevo, valide la garantía con el número de modelo en apple y tiene los 12 meses de garantía.
Viene con todo, manuales, cable de carga y batería al 100%.
Realmente me sorprendió, superó mis expectativas en relación al precio.
Definitivamente una buena compra.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Original 100%.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Superrecomendados.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Buen producto, lo que esperaba, nuevo totalmente ❤️‍🔥.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Todo muy bien.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muy bello estoy muy satisfecha con el celular.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Muy buen celular, gran precio.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Equipo nuevo en perfectas condiciones. Batería al 100%. Muy satisfecho con la compra.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"El producto es 100% original, viene en su caja y en optimas condiciones, muy bueno.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto. Cumple 100% con lo esperado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
El celular es completamente nuevo. Viene en su caja original y sellado. Hasta ahora satisfecho.,4,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
El volumen es claro y los colores de las fotos son optimas.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
10/10.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente máquina.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
De los mejores celulares que ha sacado apple.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Mi producto me pareció muy funcional, muy bonito y cumple con su función, mu hubiera gustado mas tiempo de garantía, pero es bonito el teléfono.",4,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Es un productor original , viene sellado y nuevo - recomendado.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Todo 10/10.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente equipo 👍.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente calidad, igual a lo ofertado.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente todo.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Conforme a lo especificado. Por el momento no se ha presentado ningún inconveniente con el equipo.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Todo ok!.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Mi producto está bueno.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muy buen producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Venia completamente sellado, y todo en perfecto estado.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"No es el último modelo pero por su precio lo tiene todo lo que un iphone tiene para disfrutar,.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto. 100% nuevo en caja con todo en perfecto estado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Todo en orden!!!!.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Dos días de uso. Parece original por sus caracteristicas. Sobre todo por la batería que ya me duró un día y no se acaba.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Cumplen con lo prometido, producto nuevo, sellado y con garantía de apple por un año, por el momento todo marcha súper bien.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Nuevo y original, no lo piensen al comprarlo!.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Super confiable.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,4,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Es un teléfono muy completo, lo recibí totalmente sellado y 100% nuevo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Buen producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Es una excelente compra, calidad en diseño y funcionalidad.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Super el producto, era lo que esperaba.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Una nota.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Exelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Hasta el momento todo bien la batería le dura la carga.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Todo correcto, hasta el momento sin contratiempos.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Tal cual mencionan en el anuncio.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Me siento conforme con el celular. Gracias.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente producto, es lo que esperaba.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Está hermoso 😱.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Buen producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente era lo esperado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Buen producto, hasta el momento todo ha funcionado perfecto.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Buen equipo.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Hasta el momento ha salido muy bueno, sin problemas. Tal vez la pantalla más pequeña de lo que hubiera querido, pero en general, todo bien.",4,MI6,,mercadolibre,Apple,IPhone 13,2499900
Producto 10/10 sellado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"No tengo ninguna queja, excelente iphone , nuevo y bonito.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Llega súper rápido, está severo ✌🏼✌🏼✌🏼✌🏼✌🏼✌🏼.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente, en su caja sellado totalmente nuevo y el funcionamiento increíble.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Venia en canje sellado y en muy perfecto estado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
👌🏾👌🏾👌🏾.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excellent service.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Recibí el producto sellado, completo, en calidad de nuevo, bateria al 100%; a gusto con mi compra.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente producto recomendado.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Totalmente original, iphone es iphone aunque sea costoso, es significado de calidad y duración.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente, producto nuevo y sellado.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Tiene una pantalla excelente, con una genial saturación y buen contraste. Los ángulos pueden mejorar un poco. La cámara es otro punto fuerte, así como el 5g.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Producto nuevo, muy bonito. Estoy muy feliz.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Producto totalmente nuevo y con un año de garantía de apple.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Exelente.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Excelente, cumplió con mis expectativas.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Excelente compra.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Perfecto 👌🏻.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Muy buen producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Super el celular.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Muy buen celular, veloz, con una cámara increíble, y me sorprendió la facilidad para usarlo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Exelente producto.
La mejor compra que he echo.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
Buen producto.,5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Muy bueno, sellado.",5,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Necesito ayuda urgentemente, el dia 25 de enero realice la compra y hoy 27 de enero el celular no venia en la caja ni nada de sus accesorios, necesito ayuda porfavor.",1,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Me parece que es re manufacturado, aún así vino en buen estado.",3,MI6,,mercadolibre,Apple,IPhone 13,2499900
Suave con fallas en el imei y mala calidad de fotos.,3,MI6,,mercadolibre,Apple,IPhone 13,2499900
Un mes de uso y se quedó sin señal.,1,MI6,,mercadolibre,Apple,IPhone 13,2499900
"Todo muy bien, me gustaría que al destaparlo fuera totalmente primera destapada, con los sellos de apple y no con una bolsa sellada al vacío, por el momento todo muy bien, espero que me dure mucho tiempo cuidándolo como vengo haciendo.",4,MI7,,mercadolibre,Apple,IPhone 14,3169000
,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Exelente precio y calidad.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente producto.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Venía en su empaque original, sellado. Hasta ahora todo ha estado bien con él. Gracias!.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Cumple con lo que promete, es un iphone nuevo pero se ve que ya habían abierto la caja.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Tenía desconfianza de hacer la compra por acá, pero el equipo es original muy bonito y todo funcional, 100% garantizado y nuevo.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Justo lo que esperaba, excelente!.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Llevo 3 meses usándolo. Realmente la batería va a seguir siendo un problema. El equipo, por el momento, bien, aceptable.",4,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Súper bien. Lo mejor.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Hasta el momento buen producto. Nuevo batería 100%. Si es nuevo.,4,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente precio por un muy buen producto.,4,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Es un buen producto, pero no alcanza a valer la pena del todo, lo compré por la camara :d.",4,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Maquinon, el mejor iphone hasta el momento.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Sellado original.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Hasta el momento excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Equipo estéticamente muy bonito. Buen precio.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Muy bueno y súper liviano.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Muy buen teléfono, el mejor iphone para comprar actualmente, por encima del 15, ya que no difieren mucho en características.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Es original y de buen precio, recomiendo.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"He comprado el iphone 14 en abril y me ha salido perfecto, llega rapido y es nuevo, original. Cuenta con tarjeta sim fisica y virtual. Me gusta que tambien viene con la garantia directamente de apple. Lo recomiendo, es confiable, tambien tuve mis dudas pero al ver el celular en mis manos por estos meses puedo decir que se decidan a comprar online.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Un buen producto todo funciona súper hasta el momento.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente producto.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Muy buen producto con la garantia apple.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Muy bueno.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Todo maravilloso, tiempo, calidad. Producto original.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente producto.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Excelente producto, todo funciona correctamente, un equipo totalmente nuevo con garantía directa de apple.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Muy bueno.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Viene sellado y nuevo.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Buen comportamiento.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Apple es apple, el producto es demasiado bueno. Recomendado.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"El mejor precio que encontre en esta referencia, compra super segura.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Nuevo, sellado de fábrica, recomendado, todo ok 👌.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
"100% original, hasta el momento ha funcionado excelentemente.",5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Es como lo esperaba.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente producto.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Me gusto que venia bien empacado en su caja original sin destapar.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Excelente.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
Ok.,5,MI7,,mercadolibre,Apple,IPhone 14,3169000
No es un iphone original….,1,MI7,,mercadolibre,Apple,IPhone 14,3169000
"Buenos dias, el celular esta marcado como imei reemplazado y el original esta marcado como bloqueado, en este momento el celular no recibe ninguna tarjeta sim, no puedo usarlo y en tigo (compañia de telefonia) me dicen que es muy probable que sea un celular robado a el cual le pusieron otro imei. En este momento el celular es practicamente inservible.",1,MI7,,mercadolibre,Apple,IPhone 14,3169000
"No lo recomiendo para nada viene con la caja abierta, no viene sellado.",1,MI7,,mercadolibre,Apple,IPhone 14,3169000
El cable cargador sobrecalienta el equipo al momento de cargarlo. Por favor necesito me colaboren para no ir a dañarlo con ese mal funcionamiento.,3,MI7,,mercadolibre,Apple,IPhone 14,3169000
"El producto es nuevo. Pero es versión china. Igual, no me incomodan las restricciones.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Después de un mes de uso constante puedo decir que lo volvería a comprar sin dudarlo un segundo. Es más o menos el mismo precio al cual se conseguiría en us, solo que allá cobran un impuesto adicional, o sea que en realidad sale más barato por aquí. Por lo demás, es un iphone 15 original y las restricciones que han mencionado en otras reseñas no me han afectado en lo absoluto. Cómpralo sin dudar, es hermoso!.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Hasta ahora todo bien. Al menos el modelo que yo recibí sí tiene ranura de sim normal además de la esim.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es la versión china, totalmente original pero al ser versión china no tiene e-sim pero si es dual sim físicas y no tiene algunas funciones de facetime.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Fueron muchas dudas y miedo para decidirme a la compra … pero valió la pena ,sin duda alguna apple pisa fuerte donde se pare ! es mi primer iphone y quedé muy satisfecho :).",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
A mi me encantó. Efectivamente no tiene opción para e-sim que es la simcard virtual. Pero la verdad no le veo el uso. Pues mi simcard física y va perfecto. El precio es de lo mejor ! excelente compra. No me arrepiento.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Lleno mis expectativas, la caja venía sellada en perfecto estado muy lindo, pesa muy poco, es muy rápido, tiene una cámara súper potente, me encantó.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente! todo original y funcional hasta el momento.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Me gustó mucho, lo valide con el serial en la página de apple y todo está correcto, en algunos comentarios decían q la función de facetime no funcionaba pero a mí me funcionó perfectamente.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Todo muy bien con el equipo, original validado en la página de apple.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Mi esposa lo ama, creo que estos aparatos estan muy caros para las prestaciones que da, pero entre gusto y gusto.
Si le gusta, comprelo, tiene buen sonido.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Pues es iphone apple original.
Perfecto excelente.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Recomendado. El producto es exactamente lo que ofrecen, nuevos con garantía de apple.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Excelente producto y me pareció a buen precio referente otras tiendas, sus características y rendimientos me han gustado.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Todo muy bien un iphone original sin duda solo que versión china.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Excelente compra. El celular está destinado a la población china pero funciona perfectamente en cualquier lugar del mundo.
Nuevo y sellado, se configura perfecto, apple lo activa en garantía de inmediato y muestra que su primer uso fui yo.
Muy conforme con la compra.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Recibí el producto nuevo en perfectas condiciones, dentro del tiempo indicado. El teléfono es excelente, no he tenido problema.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Como me lo esperaba, excelente.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy segura mi compra y el producto es la especificación que adquirí. Recomendable.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto en relación al precio.,4,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Muy cumplido, recomendable 100%.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Me gustó mucho.,4,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto este mensaje fue escrito desde el mismo.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Muy bueno y original, tenía mis dudas pero todo ha funcionado ok.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Hasta los momentos todo marcha muy bien.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente equipo.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
La mejor compra que he hecho!.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto lo recomiendo amijente compralon es muy bueno excelente producto trae esim y sincar ficica muy bueno amigos para q el q lo compre.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen celular. Funcionando perfecto!.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Excelente producto, versión china pero funciona perfecto.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Aunque es la versión china, vale la pena totalmente por su precio.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente gracias.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Esta bien, de hecho me parece mejor que tenga doble ranura sim fisica.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"No afectó en nada que fuera chino. Apple original, funciona perfectamente.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Producto nuevo, caja lacrada , perfecto estado.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Bien, contento. Excelente producto. Completo original.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es bueno, lastima que sea chino, de resto super, por el precio vale la pena.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen producto justo lo esperado.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Efectivamente es el modelo chino pero las diferencias que tiene contra el original son prácticamente imperceptibles, es mi primer iphone y estoy más que satisfecho.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Original, buen empacado y con factura.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excellent.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Tal como se describe, además es muy bonito.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Aunque si es la versión asiática, no he tenido ninguna restricción al usarlo. Es perfecto.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Super mega bien.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen celular.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente opción. Confiable y a un buen precio.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es iphone original pero al ser la versión china, no tiene esim, deresto funciona adecuadamente.",4,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es equipo original, muy buen dispositivo.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es exactamente lo que promete, las limitaciones de ser un producto para el mercado chino son imperceptibles para un usuario promedio como yo.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Lo recibí en perfecto estado hasta el momento funciona perfectamente!!!.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy satisfecho con el producto todo ok.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente lo recomiendo es totalmente nuevo y si tiene la sim física :pp.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Es un celular muy espectacular, buen producto.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Bueno.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente. Cumple con lo prometido.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buen producto con la especificaciones dadas.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen equipo y a excelente precio.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Producto totalmente nuevo sellado de fabrica.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excelente sin problema.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Es excelente producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Buena compra.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Excellent.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Muy buen teléfono, es original, sin problemas hasta ahora.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Excelente, ah cumplido las expectativas muy buen producto.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Todo bien con el celular hasta ahora. (un día de uso).,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"El producto no está malo, solo es un celular normal.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Oportuno y cumplimiento.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Muy buen producto.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"El iphone es original, solo tiene esim, solo tuve que ir al operador a activarla, no se si sea versión china o no pero no tiene ninguna limitación y en ajuste no dice lan sino wifi, el producto funciona correctamente, recomendado 10 de 10.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
Un buen celular con gran precio y opción de pago sin intereses.,5,MI8,,mercadolibre,Apple,IPhone 15,3217900
"Celular completamente nuevo, lo verifique y todo original, y a buen precio en comparación al precio en otros lugares.",5,MI8,,mercadolibre,Apple,IPhone 15,3217900
