comentario,calificacion,marca,modelo,precio
Muy buen producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Calidad de imagen excelente. La batería dura más tiempo.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy buen producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tal cual las descripciones,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Hermoso, mismo color , entrega rapida",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"iPhone 11 es un excelente equipo,una de la mejores versiones de iPhone.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es concorde con la descripción. La batería en comparación con un android, dura bastante. Me dura de 1 o 2 días dependiendo el uso.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buen Tamaño, entrega rápida.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"PRODUCTO NUEVO, RAPIDA ENTREGA, FACIL COMPRA, PRODUCTO ACORDE A LO QUE NECESITO",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente relación precio calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me demoré bastante en decirme por el modelo, ya que sólo he tenido los de tamaños más pequeños, pero ha sido excelente elección.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Cumple con todas sus expectativas. Buen performance y las fotos bastante buenas (yo tengo el iPhone 13 y me pareció muy similar),5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me encantó el celular nada que envidiarle al 14, xon este celular me jubilo!!!",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es tal cual sale en la pagina, bien.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente teléfono,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
tamaño adecuado igual a la foto Excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Como lo escribo en el titulo considero que es la mejor opción precio-calidad dentro de la linea iPhone. El iPhone 11 tiene una muy buena resolución y la potencia de su procesador lo convierte en un muy buen smartphone.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Igual a la foto, funciona bien.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Corresponde a lo publicado, dimensiones, color, etc. Muy rápido en llegar.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"buena duración de batería, excelente calidad de la cámara. Producto recomendado.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Producto comodo rapido, confiable, no se congela nunca, buena conpatibilidad y tamaño, calidad de audio excelente; detalles en las terminaciones, le mejoro hasta la señal de la compañía de teléfono",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy buen equipo. Exacto cómo se indicaba! La cámara maravillosa.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Buenisimon,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente producto lo recomiendo de todas maneras,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Buen producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente porducto, cálida y rapidez",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy lindo el teléfono, liviano, me encanto",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Despacho rápido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Para mis necesidades, cumple muy bien su función, sin necesidad de comprar otro más caro de la misma marca",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Llego bien y al tiempo correspondiente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente, muy satisfecho con la compra.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto corresponde a lo adquirido, en color y calidad",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Iphone muy lindo,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me encanta, realmente iPhone no defrauda jamás , el color amarillo es perfecto, tamaño adecuado, la batería duradera. Viene solo con cable para cargar , tuve que comprar adaptador tipo c . Lo único malo es que venden todo por separado desde hace un tiempo. Lo compré en oferta !! lo mejor el precio !!!",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es maravilloso,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Me gusta mi celular porque es seguro nadie me lo puede desbloquiar,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es más de lo que esperaba,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy feliz con mi nuevo iPhone , es rápido y tengo suficiente espacio para guardar mis mejores momentos en familia .",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llegó el mismo día de la compra, no como la gran mayoría de cosas que compro con despacho. Una muy buena relación precio/calidad.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Super rapida la entrega de este iphone que me encanta. Nada que envidiarle a los ultimos que han salido. Con este telefono tengo para rato!!,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Demoró un día en llegar, hasta el momento ha funcionado increíble, una lástima si que ya no incluyan cargador ni audífonos. Elegí el color morado y debo decir que no se nota tanto, es un morado tirado a silver, no es tan pastel como se ve en la imagen referencial. Contenta igual!",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El Tamara es my adecuado y la fotografía del producto es idéntica al producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Falta que vengan con cargador, supuestamente apple lo hace para no contaminar tanto el planeta, pero igual terminamos comprando caja de cargador, al final sigue la cadena de contaminación",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Se lo regalé a mi hija para su cumpleaños y le encantó. Rápido el sistema operativo y la calidad de la cámara es muy buena.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Lo compre para mi hermana y ha funcionado perfectamente. Se actualizó al ios 16 y esta super genial.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llegó al tiempo comprometido, en buen estado y buena comunicación del repartidor.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Calidad excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy lindo,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me encanta la cámara, y funciona muy bien la batería",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy bien celular,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
llego muy rapido bien embalado estoy feliz,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tal como lo esperaba y a un buen precio. Lo compre y el mismo día pude retirar.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual al de la foto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy buen producto, igual al de la foto…",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"cumple con creces mis expectativas, llego antes del tiempo estipulado. la duración de la batería de este producto es una maravilla.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es idéntico al color que elegí por las fotos, el color lila. Excelente compra",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Se lo regalé a mi hija y es todo lo que buscaba en un iPhone. Está feliz.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es Perfecto, en funcionamiento, el color es hermoso y llego súper rápido mi compra.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El tamaño es ideal, dura mucho la carga, es rápido,el envío excelente, muy buena compra",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El color corresponde al de la foto, al igual que su tamaño y descripción.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy buen producto, fácil de manejar y simple. Buena cámara",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
super bueno producto!,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Como siempre no fallan en calidad los productos apple y a aun buen precio,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El producto es excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
es exacto como la foto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente producto, me encanto lo rápido que me llegó y al momento de recogerlo me atendieron súper bie y rapido",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es como se muestra en la descripción de la publicación,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buen producto aunque se demoró mas de 1 mes en llegar, fue muy complejo que falabella diera una solucion, pesima experiencia... si fuera por evaluar envio daria nota 0 ... pero como estamos evaluando el producto le doy 5 estrellas ..",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tiene todo lo que se especifica,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es lo que buscaba, fotos lindas, aplicaciones amigables",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El producto llegó en la fecha indicada y es muy bueno y rápido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
MUY BUEN PRODUCTO Y DURABILIDAD EN LA BATERIA,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me encanto, buena cámara, rápido, no cambio los iphone lo único malo es que no trae el cargador",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto llegó en buen estado y muy rápido respetando la fecha de despacho compre un viernes el sábado ya estaba en mi casa, es igual a la foto y de buena calidad... excelente experiencia de compra",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tal cual como se muestra en la publicación es muy bello y sincronizo todo con mis otros dispositivos apple,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Cumplio con mis expectativas, lo recommiendo totalmente. Es identico a las fotos y aclarar que NO viene con auriculares y enchufe del cargador, trae solo el cable.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Equipo rápido y potente y con mucho espacio de almacenamiento. Es ligero elegante y la batería me dura casi 2 días,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual a lo que se oferta en la web,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
#SoyFcom,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente compra, llego lo que se compro",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llego en perfecto estado , y al otros día !!!! Maravilloso",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Un producto excelente en todas sus especificaciones, tiempo de entrega rápido",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es exactamente igual a la foto, ojo que no trae el cargador ni audífonos.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Lo compre para mi hijo quedo fascinado es rápido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Util, practico",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"LLEGO TODO BIEN, SUPER EXACTO EL SEGUIMIENTO DEL PRODUCTO, Y SÍ, CUMPLIÓ MIS EXPECTATIVAS",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es perfecto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente compra, el celular llego en perfectas condiciones, en la fecha indicada y las características tal cual se señala en la página",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Pude acumular varios puntos y a la vez obtenerlo en 1 día a precio conveniente para mi, fue una renovación exprés por el tono del teléfono a un familiar #SoyFcom",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es igual a la foto, excelente calidad lo recomiendo 100%",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Siempre bien la compra de un Iphone y rápida entrega de Falabella.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Genial,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente calidad de las fotos, buen tamaño y funciona Perfecto.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy buena calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es super bueno me encanto funciona super bien,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Si lo que esperaba adecuado y buen precio,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llegó en el tiempo prometido, muy bien empacado. La calidad y características similares a lo indicado en el sitio. Recomiendo este producto ya que ofrece mejor relación precio/calidad.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es lo ofrecido en la descripción. Excelente compra.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Superó todas mis expectativas,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llegó en buen estado, en las fechas indicadas",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Me encanta mi nuevo celular,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El celular cumple con la descripcion al 100%,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"excelente estado y funcionamiento, venia con todo en su caja.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Los materiales son de buena calidad, es facil de transportar...recomiendo 100%",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Bastante buen teléfono, ningún problema hasta ahora, se recomienda",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy buen teléfono cumple a cabalidad y la relación precio calidad es perfecta !! Muy contento con la adquisición,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El tamaño, el almacenamiento, es igual a lo esperado",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Exactamente el mismo producto visto en la pagina,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente equipo garantizado,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy bien, muy bonito y a gusto con mi entrega",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buena calidad,espectacular",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
si el tamaño y color corresponde a la informacion dada por la pagina,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Muy bien, muy bonito y a gusto con mi entrega",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buena calidad,espectacular",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
si el tamaño y color corresponde a la informacion dada por la pagina,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Fue, cómo yo lo esperaba",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente, rápido y la entrega fue realizada en la fecha indicada. El teléfono es genial y cumple con todo lo que había soñado 😍",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es muy bonito, llegó en perfecto estado, tamaño ok, buena calidad y lindo color",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es el mismo producto ofrecido en la página obviamente si iPhone es bueno y el precio muy conveniente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente iPhone muy rápido procesador buena imagen y sonido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual al de la foto y es muy buena calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Idéntico al de la foto, excelente calidad como siempre Apple",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El celular es igual al de la foto, las medidas y el color corresponden. Es liviano y súper rápido en su sistema. Me ha encantado. Me cambié de Samsung a Apple y hasta el momento no me arrepiento.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Entrega muy rápido, incluso antes del plazo que habían dicho. El producto es igual a la foto, excelente calidad",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buena, cumplieron con la fecha y llego el producto en buenas condiciones",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente producto, tal cual en la imágen.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
La calidad es excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Producto original de acuerdo a lo comprado....,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El teléfono es tal cual ah la foto lo retire en tienda al día siguiente súper rápida la atención muy buena calidad el teléfono,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me gustó rápido camara espectacular fotos increíbles y videos, velocidad de proceso todo super",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente teléfono. Mi tercer iPhone y está genial. Colores y calidad de materiales, muy buenos. Elegante, rápido, buena cámara y seguro",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Producto tal como está especificado, nuevo y sin uso. Además la atención en el retiro fue excelente también, muy buen servicio.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El tamaño corresponde a la de la foto y la batería dura bastante , buena cámara es muy buen producto",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"IDEAL,ME GUSTA EL ROJO Y SU TAMAÑO IDEAL",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Llego en buen estado y muy rápido, excelente servicio",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Espectacular la cámara…cumple con mis expectativas,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Súper cómodo y liviano, calidad magnífica. Me encanto, súper recomendable y por el precio excelente!!!",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Espero que tengan todas piezas y si por ejemplo el cargador los auriculares,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente celular, no me puedo quejar",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Demoro súper poco en llegar, su batería dura mucho más de lo que tenia esperado, la cama es bkn aun sigo disfrutando y aprendiendo aún más de este iPhone",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me llego a los 2 días en viña y está precioso, la cámara es espectacular",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
buen equipo y valor accesible.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es excelente equipo. Estoy encantado,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Producto impecable, excelente precio y lo mejor fue el envío 10/10 no se demoro nada en llegar. Fue un producto que compre para mi hijo y esta feliz con su teléfono.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Si buena calidad, es un iphone y llegó a tiempo",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El tamaño es perfecto, las fotos son increíbles , el diseño me encanta",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Todo bien con el celular,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Buen equipo,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Corresponde al de la foto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El producto es espectacular y cumplió con todas mis expectativas,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy buena hasta ahora funciona muy bien sin problema,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Las mismas características que aparecen en la página, envío fue express se demoró 1 día en llegar, súper buena experiencia comprando.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"es lo mejor que me ha pasado, me gusta mucho el modelo",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tamaño correspondiente e igual a la foto muy buena calidad y toma excelentes fotos...,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Llegó a tiempo y en perfectas condiciones.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es un teléfono rapido bueno,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Igual a las descripciones que tiene el teléfono, excelente y bien precio",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Rápido y fácil de usar,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Precio calidad es el iPhone queas conviene para quien recién esté entrando al mundo iPhone,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buenísimo celular cumplió todas mis expectativas, sobre todo considerando que cuesta menos de 500 lukas , por lo que la relación precio calidad está perfecta …. Recomendado de todas maneras",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Exelente teléfono para mi hijo le encantó y cumple todas las expectativas. Lo recomiendo para adolescentes y el precio mucho mas accesible que los demas iphone.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Buena calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual a la foto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Fue un regalo que compramos a ultimo momento y llego Justo cuando lo necesitábamos,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente la oportuna entrega y el producto impecable,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Producto tal cual a la imagen, bonito bueno y nuevo.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Si es de buena calidad.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente era lo q esperaba,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es el mejor iphone hasta el momento,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El tamaño muy bueno!,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Llegaron en muy buen estado y muy rápido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto es tal cual como lo describen, cumple en tamaño, peso, etc.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"un tamaño muy cómodo,sistema muy avanzado y fotografías geniales remomendado!",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
me gusta el tamaño y el espacio me permite descargar muchas aplicaciones,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Perfecto para lo que necesitaba y a buen precio,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Todo llegó en orden,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente todo muy bien,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Todo a gusto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Super bueno el teléfono y con un año de garantía. Me husta comprar aca,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Igual a la foto, buen precio calidad",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Todo excelente,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Si es igual a la foto y buan calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Igual a lo ofrecido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Todo conforme,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Excelente máquina. Funciona rapidísimo, con el cargador rápido no pierdes tiempo al cargarlo. Saca fotos muy buenas. Su pantalla es genial. La batería dura montón. Y cómo es Apple no cuesta nada cambiar de un equipo a otro mientras tengas respaldado.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual a la foto característica su color,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Cumplio con mis expectativas y la entrega fue antes del tiempo programado exelente.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buen equipo, comodo, practico y muy funcional. Muy contento con iphone",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Me encantó lo práctico que tiene iPhone para sincronizar la info, además su capacidad de almacenamiento y resolución de cámara me sirve mucho, es justo lo que necesito. Feliz con mi compra y a precio cyber..",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tal cual la publicacion,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Producto de buena calidad, color correcto.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es lo que esperaba, cuando se compra, cumple con las expectativas.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Es el producto que vi en la venta,",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Excelente producto tamaño perfecto y entrega en menos tiempo me encanta,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Tal como lo esperaba, buena menoria, el color excelente, tamaño comodo",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
El tamaño bien y es de buena calidad,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Todo correspondiente a las descripciones, buena calidad de fotos, de audio, rapidez, etc",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto cumple con las expectativas deseadas, el color corresponde al publicado por la página, la entrega es bastante rápida y el producto venía muy bien protegido.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Tiene memoria suficiente y es rápido,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"La entrega fue súper rápido, el equipo en muy buenas condiciones y tal cual lo vi en la página",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto corresponde a las fotos, lo esperado",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buena calidad, lo conocía y quería ese iPhone",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"No hay como la tecnología de iPhone, lo único a considerar es que viene sin el enchufe, hay que comprarlo a parte y este solo es compatible con pc mac (se debe comprar adaptador para conectar el celular a un pc normal). Mi iPhone anterior me duró 6 años en perfecto estado, jamás me falló a pesar de haberlo mojado, basta con recetearlos y limpiarlos de vez en cuando y se mantienen perfectos. Lo cual nunca logré con otras marcas.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Lo adquirí en reemplazo de uno reacondicionado... Siempre es mejor pagar un poco más y evitarse molestias...,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es igual al de la foto ...la cámara es lo que promete y la batería dura harto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Bueno producto. Lo que esperaba,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto es exelente, buen tamaño y es igual al de la fotografia",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"es prodcuto que conocia, estaba a buen precio, me lo dejaron en mi hogar sin costo, ademas pude usar mis puntos, fue un regalo de cumpleaños para mi hijo y quedo feliz",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Me encanto y cumple totalmente con mi expectativa,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Rápida la entrega y exelente producto,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Bonitos detalles,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Las descripciones mencionadas corresponden al producto.,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Eficiente, rápido, todo lo que se requiere en un solo equipo",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Muy bueno,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"El producto recibido fue acorde a lo pedido, me gustó mucho, se ve de buena calidad, y todo corresponde a sus caracteristicas.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es lo que esperaba,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es lo que pedí,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
REFLEJA LO QUE SE OFERTA,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Es de muy buena cálida,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Buena calidad, excelente tamaño, igual a la foto.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
"Se corresponde con la publicación y es un producto muy recomendado. Seguirá recibiendo actualizaciones de su sistema operativo de forma oficial por varios años. En cuanto a seguridad, tal vez su mejor característica. Desbloqueo facial muy rápido y seguro. Así como la información que se maneje. Se destaca su interfaz amigable y la interacción rápida con otros dispositivos Apple, además de otros teléfonos de la marca.",5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
Corresponde a lo pedido El producto era para regalo,5,Apple,iPhone 11 128 GB 4GB RAM,2549900.0
