comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio,comentario_limpio,comentario_limpio_sin_lematizar,Calificacion Predicha,Sentimiento,Comentario_Negativo,Comentario_Positivo,Temas
"Excelente, lo único es que no trae cargador pero eso ya es de la marca.",5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,excelente unico no trae cargador marca,Excelente lo unico es que no trae cargador pero eso ya es de la marca,4,Positivo,0,1,"['Cámara', 'Batería']"
El producto está excelente.,5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,producto excelente,El producto esta excelente,5,Positivo,0,1,['Cámara']
"Muy bien producto que cumple mis expectativas, tanto por el precio como por su uso.",4,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,muy bien producto cumple expectativas precio uso,Muy bien producto que cumple mis expectativas tanto por el precio como por su uso,4,Positivo,0,1,['Precio']
"Es un buen producto, hoy en día estos gama media son muy buenos y con algunas características que antes solo tenían los gama alta.",5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,buen producto hoy dia gama medium muy buenos caracteristicas solo tenian gama alta,Es un buen producto hoy en dia estos gama media son muy buenos y con algunas caracteristicas que antes solo tenian los gama alta,4,Positivo,0,1,[]
Un excelente celular muy rápido.,5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,excelente celular muy rapido,Un excelente celular muy rapido,5,Positivo,0,1,['Cámara']
"Es un equipo con buen rendimiento, excelente cámara, y fácil de acostumbrase a su manejo (intuitivo), buena representacion grafica para visualización de videos. Justifica el costo del mismo, sin llegar a ser el top de los celulares en la gama media.",5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,equipo buen rendimiento excelente camara facil acostumbrase manejo intuitivo buena representacion grafica visualizacion video justifica costo mismo sin llegar ser top celulares gama medium,Es un equipo con buen rendimiento excelente camara y facil de acostumbrase a su manejo intuitivo buena representacion grafica para visualizacion de videos Justifica el costo del mismo sin llegar a ser el top de los celulares en la gama media,4,Positivo,0,1,"['Cámara', 'Precio', 'Rendimiento']"
Es bastante fluido y tiene una pantalla muy colorida pero no trae cargador.,4,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,bastante fluido pantalla muy colorida no trae cargador,Es bastante fluido y tiene una pantalla muy colorida pero no trae cargador,3,Neutro,1,0,"['Batería', 'Rendimiento', 'Pantalla']"
"Muy rápido, es un poco grande.",5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,muy rapido poco grande,Muy rapido es un poco grande,3,Neutro,1,0,[]
El teléfono es genial con excelentes acabados y elegantes.,5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,telefono genial excelentes acabados elegantes,El telefono es genial con excelentes acabados y elegantes,5,Positivo,0,1,['Cámara']
Muy buen celular.,5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,muy buen celular,Muy buen celular,5,Positivo,0,1,[]
"Excelente equipo relación calidad/precio, 100% recomendado.",5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,excelente equipo relacion calidad precio recomendado,Excelente equipo relacion calidad precio  recomendado,5,Positivo,0,1,"['Cámara', 'Precio']"
Original. Buen equipo.,4,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,original buen equipo,Original Buen equipo,5,Positivo,0,1,[]
Buenísimo. No dura mucho la batería pero lo demás 20/10.,5,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,buenisimo no dura mucho bateria demas,Buenisimo No dura mucho la bateria pero lo demas  ,4,Positivo,0,1,['Batería']
"La batería dura no dura lo esperado. Cómo se va a ir 5% de batería en 10 minutos usando facebook. Tal vez un teléfono que lleve un par de años de vida útil, pero este es nuevo. En cuanto a la calidad de la cámara creo que es buena. Viene con cable y la ranura de la sim es dual híbrida como era de esperarse. La caja del producto venía con un golpe notorio.",3,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,bateria dura no dura esperado va ir bateria minutos usando facebook tal vez telefono lleve par años vida util nuevo cuanto calidad camara creo buena viene cable ranura sim dual hibrida esperarse caja producto venia golpe notorio,La bateria dura no dura lo esperado Como se va a ir  de bateria en  minutos usando facebook Tal vez un telefono que lleve un par de años de vida util pero este es nuevo En cuanto a la calidad de la camara creo que es buena Viene con cable y la ranura de la sim es dual hibrida como era de esperarse La caja del producto venia con un golpe notorio,3,Neutro,1,0,"['Batería', 'Rendimiento']"
Debe especificar que no trae la cabeza del cargador.,3,MS18,,mercadolibre,Samsung,Samsung Galaxy A35,949900,debe especificar no trae cabeza cargador,Debe especificar que no trae la cabeza del cargador,1,Negativo,1,0,['Batería']
"Llevo ya casi un mes con él y es un excelente producto, es super rápido, tiene un montón de opciones de personalización, todas sus cámaras son excelentes especialmente para contenido en redes; si es un poco grande pero se acostumbra la mano igual para eso recomiendo accesorios como popsockets o cosas similares; tiene mucho almacenamiento, la batería le dura todo el día sin problema, el único fallo que le veo en cuestión de batería es que la carga rápida no es tan rápida xd y se demora entre 1h 40 minutos a 2h cargando. En conclusión es un excelente producto, lo amo 💕. (las fotos están sin editar y fueron tomadas con la cámara principal de atrás y con la frontal).",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,llevo casi me excelente producto super rapido monton opciones personalizacion toda camaras excelentes especialmente contenido redes si poco grande acostumbra mano igual recomiendo accesorios popsockets cosas similares mucho almacenamiento bateria dura dia sin problema unico fallo veo cuestion bateria carga rapida no tan rapida xd demora h minutos h cargando conclusion excelente producto amo fotos estan sin editar tomadas camara principal atras frontal,Llevo ya casi un mes con el y es un excelente producto es super rapido tiene un monton de opciones de personalizacion todas sus camaras son excelentes especialmente para contenido en redes si es un poco grande pero se acostumbra la mano igual para eso recomiendo accesorios como popsockets o cosas similares tiene mucho almacenamiento la bateria le dura todo el dia sin problema el unico fallo que le veo en cuestion de bateria es que la carga rapida no es tan rapida xd y se demora entre h  minutos a h cargando En conclusion es un excelente producto lo amo las fotos estan sin editar y fueron tomadas con la camara principal de atras y con la frontal,4,Positivo,0,1,"['Cámara', 'Batería']"
"Recibí tal cuál lo que quería, no me quejaré de alguna especificación del celular porque fui consciente de todo antes de la compra. Personalmente, amé las cámaras, duración de la batería, precio, one iu 6. 1, color y terminado del celular, esas son sólo algunas de muchas más características que hacen valer la pena a este gran dispositivo gama media casi alta.
Para concluir, verifiqué la autenticidad del celular y todo bien, recomendado 💗.
*no olviden registrar el imei con su operador de preferencia para evitar bloqueos!!!.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,recibi tal queria no quejare alguna especificacion celular consciente compra personalmente ame camaras duracion bateria precio one iu color terminado celular solo muchas ma caracteristicas hacen valer pena gran dispositivo gama medium casi alta concluir verifique autenticidad celular bien recomendado no olviden registrar imei operador preferencia evitar bloqueos,Recibi tal cual lo que queria no me quejare de alguna especificacion del celular porque fui consciente de todo antes de la compra Personalmente ame las camaras duracion de la bateria precio one iu   color y terminado del celular esas son solo algunas de muchas mas caracteristicas que hacen valer la pena a este gran dispositivo gama media casi alta Para concluir verifique la autenticidad del celular y todo bien recomendado no olviden registrar el imei con su operador de preferencia para evitar bloqueos,5,Positivo,0,1,"['Batería', 'Precio']"
"El teléfono es excelente, considero que samsung ha hecho un excelente trabajo con este terminal. Vengo de un gama alta ( s21 ) y la verdad no he sentido el cambio.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,telefono excelente considero samsung hecho excelente trabajo terminal vengo gama alta s verdad no cambio,El telefono es excelente considero que samsung ha hecho un excelente trabajo con este terminal Vengo de un gama alta s y la verdad no he sentido el cambio,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
Un telefonazo por ese precio. La calidad de construcción es de un teléfono más caro. Esta vez samsung la sacó del estadio.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,telefonazo precio calidad construccion telefono ma caro vez samsung saco estadio,Un telefonazo por ese precio La calidad de construccion es de un telefono mas caro Esta vez samsung la saco del estadio,1,Negativo,1,0,['Precio']
"Me parece mejor de lo que pensé, lo compre para una clienta que tenía un a52s 5g, en el caso de ella se le rompió y el cambio lógico es el a55, yo tengo también un a52s 5g tendré soporte hasta noviembre, considero que como mi teléfono está en óptima condiciones excepto una degradación natural de la batería (porque si lo uso mucho), sería una decisión mejor esperar al a56, este probablemente tendrá características de ai más avanzadas, ahora bien si tienes un xiaomi, redmi, oppo, huawei o en general cualquier cosa que no sea un samsung a34, a52s 5g, a53, a54, es muy recomendable este modelo, creo que si lo perdiste o quieres entrar al mejor ecosistema en android que es el de samsung, es la mejor opción, su competencia directa sería el s23 fe pero este tiene el mismo procesador del s22 y el problema con el exynos 2200, es su mala optimización y temperatura que le hace perder hasta 30% de rendimiento, aunque en el papel el exynos 2200 es mas potente que el exynos 1380 (el que usa el a55) la diferencia con los procesos de fabricación hacen que el exynos 1380, tenga un rendimiento muy similar y mejor gestión de la batería, lo que se traduce en más horas de uso y menos temperatura, en definitiva creo que el a55 es la opción ideal para productividad, si buscas jugar hay otras opciones pero sacrificando su seguridad y el ecosistema de samsung, pero si solo buscas jugar dudo que te interese la seguridad y el manejo de cuentas bancarias, todos tenemos prioridades diferentes. :).",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,parece mejor pense compre clienta tenia a g caso rompio cambio logico tambien a g tendre soporte noviembre considero telefono optimum condiciones excepto degradacion natural bateria si uso mucho seria decision mejor esperar probablemente tendra caracteristicas ai ma avanzadas ahora bien si xiaomi redmi oppo huawei general cualquier cosa no samsung a g muy recomendable modelo creo si perdiste quieres entrar mejor ecosistema android samsung mejor opcion competencia directa seria s fe mismo procesador s problema exynos mala optimizacion temperatura hace perder rendimiento aunque papel exynos ma potente exynos usa diferencia procesos fabricacion hacen exynos rendimiento muy similar mejor gestion bateria traduce ma horas uso menos temperatura definitiva creo opcion ideal productividad si buscas jugar opciones sacrificando seguridad ecosistema samsung si solo buscas jugar dudo interese seguridad manejo cuentas bancarias prioridades diferentes,Me parece mejor de lo que pense lo compre para una clienta que tenia un as g en el caso de ella se le rompio y el cambio logico es el a yo tengo tambien un as g tendre soporte hasta noviembre considero que como mi telefono esta en optima condiciones excepto una degradacion natural de la bateria porque si lo uso mucho seria una decision mejor esperar al a este probablemente tendra caracteristicas de ai mas avanzadas ahora bien si tienes un xiaomi redmi oppo huawei o en general cualquier cosa que no sea un samsung a as g a a es muy recomendable este modelo creo que si lo perdiste o quieres entrar al mejor ecosistema en android que es el de samsung es la mejor opcion su competencia directa seria el s fe pero este tiene el mismo procesador del s y el problema con el exynos  es su mala optimizacion y temperatura que le hace perder hasta  de rendimiento aunque en el papel el exynos  es mas potente que el exynos  el que usa el a la diferencia con los procesos de fabricacion hacen que el exynos  tenga un rendimiento muy similar y mejor gestion de la bateria lo que se traduce en mas horas de uso y menos temperatura en definitiva creo que el a es la opcion ideal para productividad si buscas jugar hay otras opciones pero sacrificando su seguridad y el ecosistema de samsung pero si solo buscas jugar dudo que te interese la seguridad y el manejo de cuentas bancarias todos tenemos prioridades diferentes,3,Neutro,1,0,['Rendimiento']
"Increíble en cuanto a diseño, el marco en aluminio se ve sensacional. Un poco grande pero para nada pesado.
Súper fluido con sus 8 gb de ram, y almacenamiento para rato. Únicos puntos negativos para mí (tema energético), la autonomía de los 5000 mah no me es suficiente y desafortunadamente no cuenta con cargador incluído.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,increible cuanto diseño marco aluminio ve sensacional poco grande pesado super fluido gb ram almacenamiento rato unicos puntos negativos tema energetico autonomia mah no suficiente desafortunadamente no cuenta cargador incluido,Increible en cuanto a diseño el marco en aluminio se ve sensacional Un poco grande pero para nada pesado Super fluido con sus  gb de ram y almacenamiento para rato Unicos puntos negativos para mi tema energetico la autonomia de los  mah no me es suficiente y desafortunadamente no cuenta con cargador incluido,4,Positivo,0,1,"['Batería', 'Rendimiento']"
Excelente 👌 gracias.,4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente gracias,Excelente gracias,5,Positivo,0,1,['Cámara']
Perfecto.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,perfecto,Perfecto,5,Positivo,0,1,[]
"Es hermoso y la cámara tanto frontal como trasera son buenísimas, sobre todo para fotos de noche. Los videos también los graba muy fluidos en 4k a 60fps y le dura bastante la batería. Para vlogging es perfecto, sin embargo para juegos de alto rendimiento estilo genshin impact toca jugar con las gráficas muy bajas para que no se sobrecaliente ni se laguee.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,hermoso camara frontal trasera buenisimas fotos noche video tambien graba muy fluidos k fps dura bastante bateria vlogging perfecto sin embargo juegos alto rendimiento estilo genshin impact toca jugar graficas muy bajas no sobrecaliente laguee,Es hermoso y la camara tanto frontal como trasera son buenisimas sobre todo para fotos de noche Los videos tambien los graba muy fluidos en k a fps y le dura bastante la bateria Para vlogging es perfecto sin embargo para juegos de alto rendimiento estilo genshin impact toca jugar con las graficas muy bajas para que no se sobrecaliente ni se laguee,4,Positivo,0,1,"['Cámara', 'Batería', 'Rendimiento']"
"Es un teléfono muy bueno para su precio. No lo compararé con otros terminales como muchos hacen ya que no tendría sentido, pero si le daré varios puntos negativos.
1. Su sensor de huella dactilar es deficiente. A veces funciona, a veces no.
2. Su giroscopio es malo. Lo probé con una aplicación llamada ""stellarium"", y al apuntar al cielo para saber qué estrella o planeta estoy viendo, la imagen tiembla muchísimo, lo cual es culpa del giroscopio. Así que los que quieran usarlo con juegos móviles o aplicaciones que necesiten el uso del giroscopio, se van a encontrar con un problema.
3. Su sensor de gps no es malo, pero puede mejorar, sobre todo en la orientación con las indicaciones a pie en google maps.
Por lo demás, es un muy buen terminal. Me gustan las fotografías que puedo tomar y la autonomía de su batería. Me dura todo el día con un uso laboral constante.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,telefono muy bueno precio no comparare terminales hacen no tendria si dare varios puntos negativos sensor huella dactilar deficiente veces funciona veces no giroscopio malo probe aplicacion llamada stellarium apuntar cielo saber estrella planeta viendo imagen tiembla muchisimo culpa giroscopio asi quieran usarlo juegos moviles aplicaciones necesiten uso giroscopio van encontrar problema sensor gps no malo puede mejorar orientacion indicaciones pie google map demas muy buen terminal gustan fotografias puedo tomar autonomia bateria dura dia uso laboral constante,Es un telefono muy bueno para su precio No lo comparare con otros terminales como muchos hacen ya que no tendria sentido pero si le dare varios puntos negativos  Su sensor de huella dactilar es deficiente A veces funciona a veces no  Su giroscopio es malo Lo probe con una aplicacion llamada stellarium y al apuntar al cielo para saber que estrella o planeta estoy viendo la imagen tiembla muchisimo lo cual es culpa del giroscopio Asi que los que quieran usarlo con juegos moviles o aplicaciones que necesiten el uso del giroscopio se van a encontrar con un problema  Su sensor de gps no es malo pero puede mejorar sobre todo en la orientacion con las indicaciones a pie en google maps Por lo demas es un muy buen terminal Me gustan las fotografias que puedo tomar y la autonomia de su bateria Me dura todo el dia con un uso laboral constante,4,Positivo,0,1,"['Cámara', 'Batería', 'Precio', 'Rendimiento', 'Pantalla']"
Excelente dispositivo samsung es de lo mejor en tecnología y en celulares uno de los que siempre van a la vanguardia. Siempre he sido fiel a la marca me gusta su interfaz e infinidad de opciones y ni que decir de sus paneles por algo los fabrican hasta para la competencia. Agradecido con celumovilstore y mercado libre colombia.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente dispositivo samsung mejor tecnologia celulares siempre van vanguardia siempre sido fiel marca gusta interfaz infinidad opciones decir paneles fabrican competencia agradecido celumovilstore mercado libre colombia,Excelente dispositivo samsung es de lo mejor en tecnologia y en celulares uno de los que siempre van a la vanguardia Siempre he sido fiel a la marca me gusta su interfaz e infinidad de opciones y ni que decir de sus paneles por algo los fabrican hasta para la competencia Agradecido con celumovilstore y mercado libre colombia,5,Positivo,0,1,['Cámara']
Me pareció muy buen producto en la relación con el precio.,4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,parecio muy buen producto relacion precio,Me parecio muy buen producto en la relacion con el precio,5,Positivo,0,1,['Precio']
"La resolución de la pantalla no es lo que esperaba, creo que porque es fabricado en la india no tiene las mejores caracteristicas del que vi en otros almacenes.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,resolucion pantalla no esperaba creo fabricado india no mejores caracteristicas vi almacenes,La resolucion de la pantalla no es lo que esperaba creo que porque es fabricado en la india no tiene las mejores caracteristicas del que vi en otros almacenes,2,Negativo,1,0,['Pantalla']
"Excelente celular. Se siente una gran calidad, se ven muy bien las fotos y la pantalla se ve a otro nivel. Recomiendo buscar como optimizar las fotos para redes sociales.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente celular gran calidad ven muy bien fotos pantalla ve nivel recomiendo buscar optimizar fotos redes sociales,Excelente celular Se siente una gran calidad se ven muy bien las fotos y la pantalla se ve a otro nivel Recomiendo buscar como optimizar las fotos para redes sociales,5,Positivo,0,1,"['Cámara', 'Rendimiento', 'Pantalla']"
"El dispositivo es muy bueno, pero no incluye el adaptador de cargador tipo c a55 5g.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,dispositivo muy bueno no incluye adaptador cargador tipo c g,El dispositivo es muy bueno pero no incluye el adaptador de cargador tipo c a g,3,Neutro,1,0,['Batería']
"Es un dispositivo excelente por su precio, las fotografías que toma tienen una calidad excelente, la duración de la batería no es la mejor pero rinde para un día, tiene una pantalla de excelente calidad tipo súper amoled, es el mejor dispositivo por este precio 100% recomendado, además siempre se va a estar actualizando.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,dispositivo excelente precio fotografias toma calidad excelente duracion bateria no mejor rinde dia pantalla excelente calidad tipo super amoled mejor dispositivo precio recomendado ademas siempre va actualizando,Es un dispositivo excelente por su precio las fotografias que toma tienen una calidad excelente la duracion de la bateria no es la mejor pero rinde para un dia tiene una pantalla de excelente calidad tipo super amoled es el mejor dispositivo por este precio  recomendado ademas siempre se va a estar actualizando,5,Positivo,0,1,"['Cámara', 'Batería', 'Precio', 'Pantalla']"
Hermoso teléfono 🤩 la batería es duradera. Viene sin cargador.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,hermoso telefono bateria duradera viene sin cargador,Hermoso telefono la bateria es duradera Viene sin cargador,5,Positivo,0,1,['Batería']
Exelente producto.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,exelente producto,Exelente producto,5,Positivo,0,1,['Cámara']
"Es un buen celular ya lo llevo usando por más de 3 meses y me a gustado, pero no todo es bueno creo que se descarga un poco rápido, pero en general bien, otra cosa ya después de unas semanas de huso me le salió un circulo negro en la pantalla todo raro, pero bueno lo reinicie y desapareció, no volvió a salir.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen celular llevo usando ma me gustado no bueno creo descarga poco rapido general bien cosa despues unas semanas huso salio circulo negro pantalla raro bueno reinicie desaparecio no volvio salir,Es un buen celular ya lo llevo usando por mas de  meses y me a gustado pero no todo es bueno creo que se descarga un poco rapido pero en general bien otra cosa ya despues de unas semanas de huso me le salio un circulo negro en la pantalla todo raro pero bueno lo reinicie y desaparecio no volvio a salir,3,Neutro,1,0,"['Batería', 'Pantalla']"
Excelente llevo 1 mes con el.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente llevo me,Excelente llevo  mes con el,5,Positivo,0,1,['Cámara']
Buen equipo.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen equipo,Buen equipo,5,Positivo,0,1,[]
Es un buen celular para todos los sentidos es un celular que se siente en la mano muy premium y la verdad si se sabe utilizar se le puede sacar mucho jugo la verdad es muy buen celular muy recomendable muy buena calidad precio. Recomiendo comprar el forro protector porque los bordes en aluminio no son resistentes a las caídas. El vidrio si es bastante resistente.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen celular celular mano muy premium verdad si sabe utilizar puede sacar mucho jugo verdad muy buen celular muy recomendable muy buena calidad precio recomiendo comprar forro protector bordes aluminio no resistentes caidas vidrio si bastante resistente,Es un buen celular para todos los sentidos es un celular que se siente en la mano muy premium y la verdad si se sabe utilizar se le puede sacar mucho jugo la verdad es muy buen celular muy recomendable muy buena calidad precio Recomiendo comprar el forro protector porque los bordes en aluminio no son resistentes a las caidas El vidrio si es bastante resistente,4,Positivo,0,1,['Precio']
"Llenó completamente mis expectativas, estéticamente es precioso, le dura muchísimo la batería, es muy rápido y toma fotos espectaculares, la interfaz es genial.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,lleno completamente expectativas esteticamente precioso dura muchisimo bateria muy rapido toma fotos espectaculares interfaz genial,Lleno completamente mis expectativas esteticamente es precioso le dura muchisimo la bateria es muy rapido y toma fotos espectaculares la interfaz es genial,5,Positivo,0,1,"['Cámara', 'Batería', 'Precio']"
"Excelente camara, calidad de video e imagen nitidas. Muy bueno para jugar videos. Pero lo que mas me encanto fue el diseño tan moderno y de alta gama q tiene, parece un iphone 13.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente camara calidad video imagen nitidas muy bueno jugar video ma encanto diseño tan moderno alta gama parece iphone,Excelente camara calidad de video e imagen nitidas Muy bueno para jugar videos Pero lo que mas me encanto fue el diseño tan moderno y de alta gama que tiene parece un iphone ,4,Positivo,0,1,"['Cámara', 'Pantalla']"
Lo único malo es que es más débil para comer señal que el vivo y51.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,unico malo ma debil comer señal vivo,Lo unico malo es que es mas debil para comer señal que el vivo y,3,Neutro,1,0,[]
Excelente todo bien.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente bien,Excelente todo bien,5,Positivo,0,1,['Cámara']
Esta linda la maquina.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,linda maquina,Esta linda la maquina,1,Negativo,1,0,[]
"Es un teléfono muy bien hecho, destaco algunos aspectos:.
- calidad de los materiales (el acabado de aluminio es genial).
-calidad del sonido, los altavoces son nítidos y potentes.
-software muy bien optimizado y funcional.
-muy buena cámara.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,telefono muy bien hecho destaco aspectos calidad materiales acabado aluminio genial calidad sonido altavoces nitidos potentes software muy bien optimizado funcional muy buena camara,Es un telefono muy bien hecho destaco algunos aspectos calidad de los materiales el acabado de aluminio es genial calidad del sonido los altavoces son nitidos y potentes software muy bien optimizado y funcional muy buena camara,5,Positivo,0,1,['Rendimiento']
"Excelente una cámara de 10 de 10.
La batería dura muy bien y rápido en todo.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente camara bateria dura muy bien rapido,Excelente una camara de  de  La bateria dura muy bien y rapido en todo,5,Positivo,0,1,"['Cámara', 'Batería']"
10/10 no tenía fe pero si jaajajaja.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,no tenia fe si jaajajaja,  no tenia fe pero si jaajajaja,3,Neutro,1,0,[]
"Buen producto,es un poco costoso pero samsung es muy buena marca y calidad!.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen producto poco costoso samsung muy buena marca calidad,Buen producto es un poco costoso pero samsung es muy buena marca y calidad,4,Positivo,0,1,['Precio']
"Excelente, precioso, cámara hermosa, lo siento un poco delicado y me da miedo que se me caiga jaja.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente precioso camara hermosa siento poco delicado da miedo caiga jaja,Excelente precioso camara hermosa lo siento un poco delicado y me da miedo que se me caiga jaja,5,Positivo,0,1,"['Cámara', 'Precio']"
Una belleza de maquina me encantó 💕.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,belleza maquina encanto,Una belleza de maquina me encanto,5,Positivo,0,1,[]
Me encanta.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,encanta,Me encanta,5,Positivo,0,1,[]
Excelente 👌.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente,Excelente,5,Positivo,0,1,['Cámara']
El celular es hermoso y cumple con las descripciones.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,celular hermoso cumple descripciones,El celular es hermoso y cumple con las descripciones,5,Positivo,0,1,[]
Muy contenta es un exelente celular 👌🏻.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy contenta excelente celular,Muy contenta es un excelente celular,5,Positivo,0,1,['Cámara']
"Excelenete telefono, toma muy buenas fotos.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelenete telefono toma muy buenas fotos,Excelenete telefono toma muy buenas fotos,5,Positivo,0,1,['Cámara']
Muy buen producto. Confiable y recomendable.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy buen producto confiable recomendable,Muy buen producto Confiable y recomendable,5,Positivo,0,1,[]
El producto salio excelente tal cual como lo pone en la descripción.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,producto salio excelente tal pone descripcion,El producto salio excelente tal cual como lo pone en la descripcion,5,Positivo,0,1,['Cámara']
Excelente teléfono.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente telefono,Excelente telefono,5,Positivo,0,1,['Cámara']
"Hermoso producto, calidad total. Diseño elegante y gran capacidad. Muy satisfecho con la compra.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,hermoso producto calidad total diseño elegante gran capacidad muy satisfecho compra,Hermoso producto calidad total Diseño elegante y gran capacidad Muy satisfecho con la compra,5,Positivo,0,1,['Rendimiento']
Lo malo es que no trae el cargador.,4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,malo no trae cargador,Lo malo es que no trae el cargador,2,Negativo,1,0,['Batería']
"Excelente producto, únicamente siento que las llamadas se escuchan muy bajitas, pero con manos libres se soluciona.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente producto unicamente siento llamadas escuchan muy bajitas manos libres soluciona,Excelente producto unicamente siento que las llamadas se escuchan muy bajitas pero con manos libres se soluciona,4,Positivo,0,1,['Cámara']
"Siempre he comprado samsung, sus productos son de muy buena definición así como características de batería durabilidad y aquí su precio esta espectacular.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,siempre comprado samsung productos muy buena definicion asi caracteristicas bateria durabilidad aqui precio espectacular,Siempre he comprado samsung sus productos son de muy buena definicion asi como caracteristicas de bateria durabilidad y aqui su precio esta espectacular,5,Positivo,0,1,"['Batería', 'Precio']"
"Excelente producto, rápido, buena cámara.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente producto rapido buena camara,Excelente producto rapido buena camara,5,Positivo,0,1,['Cámara']
Excelente muy buen equipo lo único malo es que no trae cargador toca comprarlo aparte.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente muy buen equipo unico malo no trae cargador toca comprarlo aparte,Excelente muy buen equipo lo unico malo es que no trae cargador toca comprarlo aparte,4,Positivo,0,1,"['Cámara', 'Batería']"
